Supplementary Table 10: Top RNA markers of the Level3M WNN clusters (MarkerFinder results),,,,
,,,,
UID,Symbol,Pearson rho,Pearson p-value,Cell State
C7orf55-LUC7L2,C7orf55-LUC7L2,0.237841314,1.30E-10,Transitional-B-2
EDRF1,EDRF1,0.237028802,1.50E-10,Transitional-B-2
PAXBP1,PAXBP1,0.236530633,1.65E-10,Transitional-B-2
PNPLA8,PNPLA8,0.235833441,1.87E-10,Transitional-B-2
PRPF3,PRPF3,0.233936715,2.63E-10,Transitional-B-2
DDX19B,DDX19B,0.233339745,2.93E-10,Transitional-B-2
CNOT1,CNOT1,0.232982274,3.12E-10,Transitional-B-2
BCL7B,BCL7B,0.232542447,3.38E-10,Transitional-B-2
RBM22,RBM22,0.232457132,3.43E-10,Transitional-B-2
USP38,USP38,0.232357108,3.49E-10,Transitional-B-2
CDK16,CDK16,0.229623574,5.67E-10,Transitional-B-2
CRNKL1,CRNKL1,0.229390194,5.91E-10,Transitional-B-2
PLAA,PLAA,0.229026757,6.30E-10,Transitional-B-2
VPS4B,VPS4B,0.228937755,6.40E-10,Transitional-B-2
CIC,CIC,0.228019199,7.51E-10,Transitional-B-2
DIABLO,DIABLO,0.226414773,9.94E-10,Transitional-B-2
PTBP2,PTBP2,0.226103104,1.05E-09,Transitional-B-2
UBE2A,UBE2A,0.225574766,1.15E-09,Transitional-B-2
PLEKHM1,PLEKHM1,0.222868418,1.83E-09,Transitional-B-2
PHF5A,PHF5A,0.222216369,2.05E-09,Transitional-B-2
CEP72,CEP72,0.220573867,2.70E-09,Transitional-B-2
PANK2,PANK2,0.219817155,3.07E-09,Transitional-B-2
LSG1,LSG1,0.219334123,3.33E-09,Transitional-B-2
PYGO2,PYGO2,0.217970852,4.18E-09,Transitional-B-2
CCNK,CCNK,0.21713746,4.81E-09,Transitional-B-2
SPTY2D1,SPTY2D1,0.211894954,1.14E-08,Transitional-B-2
TMEM87A,TMEM87A,0.210110922,1.51E-08,Transitional-B-2
DUSP12,DUSP12,0.209149525,1.77E-08,Transitional-B-2
DNAJC21,DNAJC21,0.208121447,2.08E-08,Transitional-B-2
SUCO,SUCO,0.208049909,2.11E-08,Transitional-B-2
CEP76,CEP76,0.207378245,2.34E-08,Transitional-B-2
ATG16L1,ATG16L1,0.206988714,2.49E-08,Transitional-B-2
KMT2B,KMT2B,0.206502389,2.69E-08,Transitional-B-2
RAF1,RAF1,0.205759273,3.02E-08,Transitional-B-2
ZNF227,ZNF227,0.202110841,5.34E-08,Transitional-B-2
GPAM,GPAM,0.201862366,5.54E-08,Transitional-B-2
COPS7B,COPS7B,0.200083321,7.28E-08,Transitional-B-2
CCDC97,CCDC97,0.199594506,7.85E-08,Transitional-B-2
VPS11,VPS11,0.199176842,8.36E-08,Transitional-B-2
DHX15,DHX15,0.19776233,1.04E-07,Transitional-B-2
NCBP1,NCBP1,0.195845925,1.38E-07,Transitional-B-2
MAST2,MAST2,0.195569714,1.44E-07,Transitional-B-2
WAC,WAC,0.195537953,1.45E-07,Transitional-B-2
PRPF38A,PRPF38A,0.195379975,1.48E-07,Transitional-B-2
TNRC6A,TNRC6A,0.194498891,1.69E-07,Transitional-B-2
HIST1H1E,HIST1H1E,0.191382113,2.67E-07,Transitional-B-2
PPM1A,PPM1A,0.191220302,2.73E-07,Transitional-B-2
POLR3F,POLR3F,0.189913199,3.31E-07,Transitional-B-2
SRRM1,SRRM1,0.189777137,3.37E-07,Transitional-B-2
RPRD1B,RPRD1B,0.188562469,4.02E-07,Transitional-B-2
FMR1,FMR1,0.187637862,4.59E-07,Transitional-B-2
ZNF569,ZNF569,0.185472297,6.24E-07,Transitional-B-2
HKR1,HKR1,0.184555727,7.10E-07,Transitional-B-2
BIRC6,BIRC6,0.184437487,7.22E-07,Transitional-B-2
RPS6KB1,RPS6KB1,0.183926833,7.76E-07,Transitional-B-2
YY1,YY1,0.182795329,9.09E-07,Transitional-B-2
DHX38,DHX38,0.181074359,1.15E-06,Transitional-B-2
EIF2B4,EIF2B4,0.180572256,1.24E-06,Transitional-B-2
PPP1R12C,PPP1R12C,0.180229838,1.30E-06,Transitional-B-2
SFR1,SFR1,0.178228838,1.70E-06,Transitional-B-2
ANKRD36C,ANKRD36C,0.178168483,1.72E-06,Transitional-B-2
ZNF669,ZNF669,0.177029193,2.00E-06,Transitional-B-2
SFSWAP,SFSWAP,0.176521124,2.15E-06,Transitional-B-2
COG1,COG1,0.175710796,2.39E-06,Transitional-B-2
ZXDC,ZXDC,0.172992257,3.43E-06,Transitional-B-2
XAB2,XAB2,0.169757947,5.24E-06,Transitional-B-2
PRKRIP1,PRKRIP1,0.167910124,6.65E-06,Transitional-B-2
SRRM2,SRRM2,0.166830441,7.64E-06,Transitional-B-2
GATC,GATC,0.163526811,1.16E-05,Transitional-B-2
HNRNPL,HNRNPL,0.16273097,1.28E-05,Transitional-B-2
ZNF212,ZNF212,0.161475777,1.49E-05,Transitional-B-2
CASC3,CASC3,0.156969691,2.59E-05,Transitional-B-2
ERCC3,ERCC3,0.156234167,2.82E-05,Transitional-B-2
SH2B1,SH2B1,0.152493931,4.39E-05,Transitional-B-2
GAPVD1,GAPVD1,0.152176152,4.56E-05,Transitional-B-2
FAM168B,FAM168B,0.143508699,0.000121803,Transitional-B-2
RINT1,RINT1,0.139564167,0.000187126,Transitional-B-2
C2CD5,C2CD5,0.134867537,0.000307507,Transitional-B-2
CDK12,CDK12,0.126066073,0.000747841,Transitional-B-2
DCTN5,DCTN5,0.112333724,0.002684972,Transitional-B-2
SAMHD1,SAMHD1,0.324315147,6.70E-19,cDC1
CIITA,CIITA,0.312240523,1.45E-17,cDC1
MTMR11,MTMR11,0.298957273,3.63E-16,cDC1
PLCB2,PLCB2,0.288143976,4.43E-15,cDC1
ZNF487,ZNF487,0.24282148,5.15E-11,cDC1
HDAC9,HDAC9,0.228156069,7.34E-10,cDC1
KIAA0100,KIAA0100,0.214868334,6.99E-09,cDC1
PARL,PARL,0.212878998,9.68E-09,cDC1
RASA4,RASA4,0.205679342,3.06E-08,cDC1
KCNAB2,KCNAB2,0.196550971,1.24E-07,cDC1
ARHGAP17,ARHGAP17,0.175058966,2.61E-06,cDC1
LGALS9,LGALS9,0.164174198,1.07E-05,cDC1
SUPT6H,SUPT6H,0.130067563,0.000502673,cDC1
UPK3A,UPK3A,0.433946126,4.68E-34,cDC2-1
SCGB3A1,SCGB3A1,0.386851755,7.79E-27,cDC2-1
ACPP,ACPP,0.329731915,1.61E-19,cDC2-1
CTSH,CTSH,0.315773388,5.98E-18,cDC2-1
CASP1,CASP1,0.310764274,2.09E-17,cDC2-1
IL1RN,IL1RN,0.309867034,2.61E-17,cDC2-1
CAPG,CAPG,0.306532181,5.90E-17,cDC2-1
CAPN2,CAPN2,0.298950184,3.64E-16,cDC2-1
SH3BP5,SH3BP5,0.292445788,1.66E-15,cDC2-1
RNH1,RNH1,0.291466005,2.08E-15,cDC2-1
PAK1,PAK1,0.278583673,3.71E-14,cDC2-1
REEP4,REEP4,0.275457191,7.30E-14,cDC2-1
FES,FES,0.270447086,2.12E-13,cDC2-1
ANXA5,ANXA5,0.251107498,1.06E-11,cDC2-1
RARG,RARG,0.246871956,2.40E-11,cDC2-1
WAS,WAS,0.242039723,5.96E-11,cDC2-1
ADAP1,ADAP1,0.22665175,9.54E-10,cDC2-1
ETHE1,ETHE1,0.226089537,1.05E-09,cDC2-1
SEC23B,SEC23B,0.22293239,1.81E-09,cDC2-1
ATP6AP1,ATP6AP1,0.219298278,3.35E-09,cDC2-1
GLIPR1,GLIPR1,0.213524964,8.71E-09,cDC2-1
MTMR9,MTMR9,0.209741045,1.61E-08,cDC2-1
TNKS2,TNKS2,0.20917039,1.76E-08,cDC2-1
SMG1,SMG1,0.203255681,4.47E-08,cDC2-1
RP2,RP2,0.201344415,6.00E-08,cDC2-1
GANC,GANC,0.200500694,6.83E-08,cDC2-1
RCOR1,RCOR1,0.192068898,2.41E-07,cDC2-1
MPND,MPND,0.187596512,4.61E-07,cDC2-1
MSRA,MSRA,0.186814082,5.16E-07,cDC2-1
TXNDC12,TXNDC12,0.178667366,1.60E-06,cDC2-1
ARPC3,ARPC3,0.176104988,2.27E-06,cDC2-1
OPA3,OPA3,0.168287858,6.34E-06,cDC2-1
PYROXD1,PYROXD1,0.152146156,4.57E-05,cDC2-1
PPP1R16A,PPP1R16A,0.740583704,1.05E-124,cDC2-2
CD1C,CD1C,0.717229732,1.75E-113,cDC2-2
CYP2S1,CYP2S1,0.703978787,1.31E-107,cDC2-2
IL1R2,IL1R2,0.684583737,1.41E-99,cDC2-2
CLEC10A,CLEC10A,0.66938008,1.04E-93,cDC2-2
PDE2A,PDE2A,0.610226079,7.46E-74,cDC2-2
ADAM8,ADAM8,0.497009454,1.09E-45,cDC2-2
CSF2RA,CSF2RA,0.488015623,7.04E-44,cDC2-2
C15orf48,C15orf48,0.484220001,3.94E-43,cDC2-2
IFI30,IFI30,0.48222077,9.69E-43,cDC2-2
NRARP,NRARP,0.474769558,2.62E-41,cDC2-2
HLA-DQA1,HLA-DQA1,0.474634817,2.78E-41,cDC2-2
CD86,CD86,0.46588775,1.21E-39,cDC2-2
COL9A2,COL9A2,0.46208261,6.00E-39,cDC2-2
ETV3,ETV3,0.448481939,1.58E-36,cDC2-2
MALT1,MALT1,0.443283669,1.25E-35,cDC2-2
C10orf128,C10orf128,0.43449999,3.78E-34,cDC2-2
TCTN3,TCTN3,0.432092144,9.47E-34,cDC2-2
KCNK6,KCNK6,0.422583513,3.30E-32,cDC2-2
VDR,VDR,0.421111978,5.66E-32,cDC2-2
BAIAP2,BAIAP2,0.417392328,2.19E-31,cDC2-2
CNPPD1,CNPPD1,0.404443306,2.13E-29,cDC2-2
GPR183,GPR183,0.403527141,2.92E-29,cDC2-2
OXSR1,OXSR1,0.398965708,1.39E-28,cDC2-2
C1orf162,C1orf162,0.392204451,1.34E-27,cDC2-2
HAVCR2,HAVCR2,0.390093002,2.70E-27,cDC2-2
HLA-DQB1,HLA-DQB1,0.387431653,6.45E-27,cDC2-2
CLEC4A,CLEC4A,0.385435811,1.23E-26,cDC2-2
TTYH2,TTYH2,0.385283181,1.30E-26,cDC2-2
CASP9,CASP9,0.381980014,3.76E-26,cDC2-2
CHN2,CHN2,0.378114786,1.28E-25,cDC2-2
STX11,STX11,0.37408531,4.54E-25,cDC2-2
RIPK2,RIPK2,0.369625774,1.80E-24,cDC2-2
FURIN,FURIN,0.361977187,1.82E-23,cDC2-2
BANP,BANP,0.355550605,1.21E-22,cDC2-2
BID,BID,0.340507305,8.70E-21,cDC2-2
NDEL1,NDEL1,0.340415909,8.92E-21,cDC2-2
IL13RA1,IL13RA1,0.330169513,1.44E-19,cDC2-2
PLSCR1,PLSCR1,0.315792542,5.95E-18,cDC2-2
GPRIN3,GPRIN3,0.31523795,6.84E-18,cDC2-2
GNA13,GNA13,0.3101629,2.42E-17,cDC2-2
MAP2K1,MAP2K1,0.309008569,3.22E-17,cDC2-2
RAPGEF1,RAPGEF1,0.292273114,1.73E-15,cDC2-2
RALA,RALA,0.289273911,3.43E-15,cDC2-2
HLA-DPA1,HLA-DPA1,0.286248695,6.80E-15,cDC2-2
DDIT4,DDIT4,0.285482916,8.07E-15,cDC2-2
HLA-DMA,HLA-DMA,0.285254156,8.50E-15,cDC2-2
ARL4C,ARL4C,0.283660799,1.21E-14,cDC2-2
SYAP1,SYAP1,0.28328767,1.32E-14,cDC2-2
SH2B2,SH2B2,0.281099116,2.14E-14,cDC2-2
HLA-DPB1,HLA-DPB1,0.279195086,3.24E-14,cDC2-2
HLA-DMB,HLA-DMB,0.276120676,6.32E-14,cDC2-2
HLA-DRB1,HLA-DRB1,0.275946104,6.57E-14,cDC2-2
HGSNAT,HGSNAT,0.272223554,1.46E-13,cDC2-2
ARF6,ARF6,0.271394785,1.74E-13,cDC2-2
POR,POR,0.271131171,1.84E-13,cDC2-2
PHACTR1,PHACTR1,0.268925119,2.92E-13,cDC2-2
AKAP13,AKAP13,0.26127372,1.41E-12,cDC2-2
CST3,CST3,0.258495196,2.47E-12,cDC2-2
NR1H2,NR1H2,0.257191074,3.21E-12,cDC2-2
RILPL2,RILPL2,0.251132267,1.06E-11,cDC2-2
MAP3K8,MAP3K8,0.24500958,3.42E-11,cDC2-2
STK17B,STK17B,0.244595128,3.69E-11,cDC2-2
TES,TES,0.241892217,6.13E-11,cDC2-2
FAM102B,FAM102B,0.23882433,1.08E-10,cDC2-2
ARF5,ARF5,0.235975147,1.82E-10,cDC2-2
CHMP2B,CHMP2B,0.235032906,2.16E-10,cDC2-2
TMEM9B,TMEM9B,0.229581626,5.71E-10,cDC2-2
RBPJ,RBPJ,0.22574778,1.12E-09,cDC2-2
SFT2D3,SFT2D3,0.223932112,1.53E-09,cDC2-2
HLA-DRA,HLA-DRA,0.223016701,1.78E-09,cDC2-2
EMP3,EMP3,0.222194258,2.05E-09,cDC2-2
AREG,AREG,0.218192968,4.03E-09,cDC2-2
ETF1,ETF1,0.202504268,5.02E-08,cDC2-2
EP300,EP300,0.199017905,8.57E-08,cDC2-2
ARL5A,ARL5A,0.198588489,9.14E-08,cDC2-2
AMZ2,AMZ2,0.197591697,1.06E-07,cDC2-2
PABPC1,PABPC1,0.188062524,4.32E-07,cDC2-2
CD74,CD74,0.184045413,7.63E-07,cDC2-2
MTHFD1L,MTHFD1L,0.178545548,1.63E-06,cDC2-2
WDR45B,WDR45B,0.173286697,3.30E-06,cDC2-2
HLA-DQA2,HLA-DQA2,0.171755109,4.04E-06,cDC2-2
HLA-DRB5,HLA-DRB5,0.145378767,9.90E-05,cDC2-2
SLC25A6,SLC25A6,0.120316147,0.00129771,cDC2-2
RECK,RECK,0.51286058,5.13E-49,cMOP
DOCK11,DOCK11,0.235518653,1.98E-10,cMOP
MICAL1,MICAL1,0.226882305,9.16E-10,cMOP
EFCAB2,EFCAB2,0.218281693,3.97E-09,cMOP
ARL8B,ARL8B,0.215973587,5.83E-09,cMOP
RRAGD,RRAGD,0.18473212,6.93E-07,cMOP
LAMP2,LAMP2,0.181833161,1.04E-06,cMOP
MRPL23,MRPL23,0.159602026,1.88E-05,cMOP
FAM35A,FAM35A,0.128011322,0.000617379,cMOP
PRTN3,PRTN3,0.476273139,1.36E-41,immNeu-1
CEACAM4,CEACAM4,0.419268898,1.11E-31,immNeu-1
MARCH1,MARCH1,0.363947128,1.01E-23,immNeu-1
ERLIN1,ERLIN1,0.3311453,1.11E-19,immNeu-1
MGST1,MGST1,0.329687617,1.63E-19,immNeu-1
GPI,GPI,0.316743067,4.68E-18,immNeu-1
ROMO1,ROMO1,0.291711857,1.96E-15,immNeu-1
RAB32,RAB32,0.276479666,5.85E-14,immNeu-1
PRSS57,PRSS57,0.274716175,8.56E-14,immNeu-1
P4HB,P4HB,0.273586817,1.09E-13,immNeu-1
DPM3,DPM3,0.248256502,1.84E-11,immNeu-1
NDUFB9,NDUFB9,0.242015647,5.99E-11,immNeu-1
SERPINB1,SERPINB1,0.241038675,7.19E-11,immNeu-1
SND1,SND1,0.234693137,2.30E-10,immNeu-1
DIAPH2,DIAPH2,0.234112335,2.55E-10,immNeu-1
EAF2,EAF2,0.233124451,3.04E-10,immNeu-1
RNF181,RNF181,0.232389432,3.47E-10,immNeu-1
ZDHHC24,ZDHHC24,0.232373193,3.48E-10,immNeu-1
GSDMD,GSDMD,0.220846107,2.58E-09,immNeu-1
NUCB2,NUCB2,0.211390726,1.23E-08,immNeu-1
CAT,CAT,0.206977987,2.49E-08,immNeu-1
PHPT1,PHPT1,0.196665363,1.22E-07,immNeu-1
SSR1,SSR1,0.182198038,9.87E-07,immNeu-1
NDUFA13,NDUFA13,0.179850704,1.37E-06,immNeu-1
RPN2,RPN2,0.174700256,2.74E-06,immNeu-1
MTDH,MTDH,0.160125058,1.76E-05,immNeu-1
NDUFB11,NDUFB11,0.152693018,4.29E-05,immNeu-1
NDUFA11,NDUFA11,0.150839701,5.32E-05,immNeu-1
COX6B1,COX6B1,0.142936697,0.000129718,immNeu-1
ATP5G2,ATP5G2,0.107801239,0.003978796,immNeu-1
RPL7,RPL7,0.105948077,0.004654088,immNeu-1
RPL12,RPL12,0.104515366,0.005245358,immNeu-1
RPS26,RPS26,0.093368824,0.012686155,immNeu-1
RPS8,RPS8,0.089868909,0.016455934,immNeu-1
RPL37A,RPL37A,0.089439366,0.016980376,immNeu-1
RPLP1,RPLP1,0.089140982,0.017353244,immNeu-1
RPS19,RPS19,0.08813982,0.018657172,immNeu-1
RPL23,RPL23,0.084414478,0.02428923,immNeu-1
RPS20,RPS20,0.079472739,0.033987026,immNeu-1
RPL27A,RPL27A,0.06724657,0.072934595,immNeu-1
CEACAM6,CEACAM6,0.855529834,3.72E-205,immNeu-2
DEFA4,DEFA4,0.822593317,3.09E-176,immNeu-2
SUCNR1,SUCNR1,0.66408914,9.56E-92,immNeu-2
DEFB1,DEFB1,0.655051211,1.74E-88,immNeu-2
RNASE3,RNASE3,0.627443972,3.43E-79,immNeu-2
FAM46A,FAM46A,0.622016643,1.79E-77,immNeu-2
FUT4,FUT4,0.607190596,6.03E-73,immNeu-2
PCOLCE2,PCOLCE2,0.604144322,4.80E-72,immNeu-2
SLC28A3,SLC28A3,0.591789409,1.72E-68,immNeu-2
SERPINB10,SERPINB10,0.547310589,7.01E-57,immNeu-2
COL17A1,COL17A1,0.534569393,7.25E-54,immNeu-2
AZU1,AZU1,0.533361516,1.38E-53,immNeu-2
ANKRD18A,ANKRD18A,0.51409135,2.78E-49,immNeu-2
MATN2,MATN2,0.510316506,1.80E-48,immNeu-2
DEFA1B,DEFA1B,0.50738061,7.58E-48,immNeu-2
ELANE,ELANE,0.502926434,6.53E-47,immNeu-2
CTSG,CTSG,0.499066145,4.12E-46,immNeu-2
CLEC12A,CLEC12A,0.453467764,2.11E-37,immNeu-2
CORO2A,CORO2A,0.429961315,2.12E-33,immNeu-2
SLC22A15,SLC22A15,0.424697051,1.51E-32,immNeu-2
GOLGA8S,GOLGA8S,0.397266983,2.47E-28,immNeu-2
PIWIL4,PIWIL4,0.384740933,1.55E-26,immNeu-2
MPO,MPO,0.320586686,1.76E-18,immNeu-2
LENG8,LENG8,0.306527015,5.91E-17,immNeu-2
SRGN,SRGN,0.296877475,5.92E-16,immNeu-2
MROH6,MROH6,0.292450867,1.66E-15,immNeu-2
C6orf62,C6orf62,0.283895868,1.15E-14,immNeu-2
TMEM30A,TMEM30A,0.27465082,8.68E-14,immNeu-2
ZBTB34,ZBTB34,0.238037545,1.25E-10,immNeu-2
ZNF207,ZNF207,0.207312871,2.37E-08,immNeu-2
PIGM,PIGM,0.199557192,7.89E-08,immNeu-2
TMEM161B,TMEM161B,0.197186772,1.13E-07,immNeu-2
MT-ND3,MT-ND3,0.195404798,1.48E-07,immNeu-2
MT-ND4L,MT-ND4L,0.192527734,2.26E-07,immNeu-2
STK38L,STK38L,0.188297764,4.17E-07,immNeu-2
MT-ND1,MT-ND1,0.174579473,2.78E-06,immNeu-2
GGA3,GGA3,0.151792551,4.77E-05,immNeu-2
PJA2,PJA2,0.119895015,0.001349943,immNeu-2
CCDC183,CCDC183,0.914070358,1.70E-280,pDC
ASIP,ASIP,0.893123765,1.50E-248,pDC
SMPD3,SMPD3,0.876502685,1.29E-227,pDC
CLEC4C,CLEC4C,0.799083356,4.86E-159,pDC
PACSIN1,PACSIN1,0.795627653,1.05E-156,pDC
SCAMP5,SCAMP5,0.787502095,2.18E-151,pDC
ZFAT,ZFAT,0.774996828,1.20E-143,pDC
CYP46A1,CYP46A1,0.752470228,6.81E-131,pDC
KRT5,KRT5,0.720565233,5.14E-115,pDC
EPHB1,EPHB1,0.711563092,6.25E-111,pDC
LILRA4,LILRA4,0.702542049,5.43E-107,pDC
SLC7A11,SLC7A11,0.696960509,1.25E-104,pDC
KCNK10,KCNK10,0.696200275,2.60E-104,pDC
PLXNA4,PLXNA4,0.693460695,3.57E-103,pDC
SLC15A4,SLC15A4,0.691938653,1.51E-102,pDC
SIDT1,SIDT1,0.646050717,2.38E-85,pDC
FAM160A1,FAM160A1,0.636856514,2.97E-82,pDC
CRYM,CRYM,0.633849671,2.90E-81,pDC
PROC,PROC,0.614439619,3.96E-75,pDC
VASH2,VASH2,0.611665275,2.75E-74,pDC
INPP4A,INPP4A,0.609981798,8.84E-74,pDC
CPLX1,CPLX1,0.609087966,1.64E-73,pDC
PRMT7,PRMT7,0.587910072,2.09E-67,pDC
PPM1J,PPM1J,0.571561577,5.44E-63,pDC
MCOLN2,MCOLN2,0.567731016,5.43E-62,pDC
POLB,POLB,0.566109897,1.42E-61,pDC
PALD1,PALD1,0.558786906,1.04E-59,pDC
PFKFB2,PFKFB2,0.557069783,2.80E-59,pDC
PTPRS,PTPRS,0.551507135,6.67E-58,pDC
KCTD5,KCTD5,0.541360071,1.86E-55,pDC
MAP2K6,MAP2K6,0.539380211,5.46E-55,pDC
HIVEP1,HIVEP1,0.533113119,1.57E-53,pDC
ST3GAL2,ST3GAL2,0.519475579,1.86E-50,pDC
CYB561A3,CYB561A3,0.518483052,3.07E-50,pDC
SCN9A,SCN9A,0.51736985,5.39E-50,pDC
VEGFB,VEGFB,0.516786529,7.22E-50,pDC
CLCN5,CLCN5,0.515649391,1.28E-49,pDC
SERPINB9,SERPINB9,0.50989029,2.22E-48,pDC
IGFLR1,IGFLR1,0.508268176,4.92E-48,pDC
ARID3A,ARID3A,0.50435215,3.29E-47,pDC
ADAM19,ADAM19,0.501081299,1.58E-46,pDC
FCRLA,FCRLA,0.500971387,1.66E-46,pDC
TRAF4,TRAF4,0.492517793,8.86E-45,pDC
SH2D3C,SH2D3C,0.485618713,2.10E-43,pDC
NADK,NADK,0.484859051,2.96E-43,pDC
MAP1A,MAP1A,0.48102568,1.65E-42,pDC
PPM1K,PPM1K,0.473180088,5.25E-41,pDC
COBLL1,COBLL1,0.462400447,5.25E-39,pDC
CCDC50,CCDC50,0.46216013,5.81E-39,pDC
SERHL2,SERHL2,0.459164119,2.03E-38,pDC
IL18R1,IL18R1,0.455932749,7.71E-38,pDC
CD2AP,CD2AP,0.451089935,5.55E-37,pDC
CDC14A,CDC14A,0.450446914,7.19E-37,pDC
STAMBPL1,STAMBPL1,0.450319453,7.57E-37,pDC
FCHSD2,FCHSD2,0.448071275,1.87E-36,pDC
TP53I11,TP53I11,0.443305679,1.24E-35,pDC
MAPKAPK2,MAPKAPK2,0.441853315,2.19E-35,pDC
OGT,OGT,0.44111916,2.92E-35,pDC
IGF2R,IGF2R,0.44102267,3.04E-35,pDC
SEL1L3,SEL1L3,0.440400909,3.87E-35,pDC
GAPT,GAPT,0.434455565,3.85E-34,pDC
APP,APP,0.432895104,6.98E-34,pDC
AP3S1,AP3S1,0.431804255,1.06E-33,pDC
USP24,USP24,0.425696103,1.05E-32,pDC
TNFRSF21,TNFRSF21,0.42392379,2.02E-32,pDC
ST3GAL5,ST3GAL5,0.423783709,2.12E-32,pDC
NUDT22,NUDT22,0.423657078,2.22E-32,pDC
SLC20A1,SLC20A1,0.421199085,5.49E-32,pDC
AP1S3,AP1S3,0.417673238,1.98E-31,pDC
LILRB4,LILRB4,0.416829431,2.68E-31,pDC
LDLRAD4,LDLRAD4,0.415938828,3.70E-31,pDC
MYCL,MYCL,0.40938689,3.80E-30,pDC
MAN2B1,MAN2B1,0.40721995,8.11E-30,pDC
GRAMD1B,GRAMD1B,0.406147287,1.18E-29,pDC
SETBP1,SETBP1,0.403733402,2.72E-29,pDC
MOB1B,MOB1B,0.397726274,2.11E-28,pDC
IL16,IL16,0.391684065,1.59E-27,pDC
PDPK1,PDPK1,0.389543499,3.23E-27,pDC
HYOU1,HYOU1,0.388637638,4.35E-27,pDC
ELMO2,ELMO2,0.382155182,3.55E-26,pDC
RAB40B,RAB40B,0.381088488,4.99E-26,pDC
CREB3L2,CREB3L2,0.380352676,6.31E-26,pDC
SLC7A6,SLC7A6,0.379088478,9.43E-26,pDC
SPIB,SPIB,0.378938521,9.89E-26,pDC
C1orf186,C1orf186,0.3780634,1.30E-25,pDC
LRP8,LRP8,0.37784123,1.40E-25,pDC
SFT2D2,SFT2D2,0.372896764,6.57E-25,pDC
IRF7,IRF7,0.372509138,7.41E-25,pDC
STX7,STX7,0.371077768,1.15E-24,pDC
WDFY4,WDFY4,0.369818902,1.70E-24,pDC
ZDHHC17,ZDHHC17,0.369759188,1.73E-24,pDC
TSPAN13,TSPAN13,0.367542347,3.41E-24,pDC
VAMP1,VAMP1,0.365552735,6.23E-24,pDC
GIT2,GIT2,0.360681835,2.68E-23,pDC
KIAA2013,KIAA2013,0.360330686,2.97E-23,pDC
CDYL,CDYL,0.360322988,2.98E-23,pDC
FYTTD1,FYTTD1,0.360226758,3.07E-23,pDC
TMEM39A,TMEM39A,0.35379722,2.02E-22,pDC
SLC35A3,SLC35A3,0.353350915,2.30E-22,pDC
RNASE6,RNASE6,0.353153223,2.44E-22,pDC
C12orf75,C12orf75,0.353085784,2.48E-22,pDC
TGFBI,TGFBI,0.351148633,4.34E-22,pDC
ZNF791,ZNF791,0.350300909,5.54E-22,pDC
SLC35E1,SLC35E1,0.348642966,8.89E-22,pDC
DGKZ,DGKZ,0.345514491,2.15E-21,pDC
SELPLG,SELPLG,0.341519508,6.58E-21,pDC
PCF11,PCF11,0.340720954,8.20E-21,pDC
TM9SF2,TM9SF2,0.33961644,1.11E-20,pDC
DSTN,DSTN,0.339171754,1.26E-20,pDC
PLD4,PLD4,0.334803021,4.14E-20,pDC
PAPD7,PAPD7,0.334140757,4.95E-20,pDC
ALG2,ALG2,0.333197845,6.39E-20,pDC
C3orf58,C3orf58,0.33275456,7.19E-20,pDC
DNAJC4,DNAJC4,0.332630206,7.44E-20,pDC
FBXW11,FBXW11,0.331195232,1.09E-19,pDC
BTAF1,BTAF1,0.330125095,1.45E-19,pDC
IDH3A,IDH3A,0.329820875,1.58E-19,pDC
SLC33A1,SLC33A1,0.328488736,2.24E-19,pDC
B4GALT1,B4GALT1,0.327230801,3.12E-19,pDC
IRF8,IRF8,0.326276938,4.01E-19,pDC
PPP1R14B,PPP1R14B,0.324344998,6.65E-19,pDC
GORASP2,GORASP2,0.323904813,7.46E-19,pDC
ACBD5,ACBD5,0.31994706,2.07E-18,pDC
CCDC69,CCDC69,0.318508522,2.99E-18,pDC
UNC93B1,UNC93B1,0.317567382,3.80E-18,pDC
CORO7,CORO7,0.317476607,3.89E-18,pDC
RRBP1,RRBP1,0.315932881,5.74E-18,pDC
ATAD2B,ATAD2B,0.314947438,7.36E-18,pDC
RAB11FIP1,RAB11FIP1,0.312386996,1.40E-17,pDC
DEDD2,DEDD2,0.309284818,3.01E-17,pDC
SEC61B,SEC61B,0.309066495,3.18E-17,pDC
RNASET2,RNASET2,0.308539686,3.61E-17,pDC
N4BP2L1,N4BP2L1,0.307832974,4.30E-17,pDC
CBX4,CBX4,0.307016565,5.24E-17,pDC
USF2,USF2,0.303545964,1.22E-16,pDC
SEC61A1,SEC61A1,0.301136523,2.16E-16,pDC
BCL11A,BCL11A,0.300222316,2.69E-16,pDC
RNF4,RNF4,0.299700778,3.05E-16,pDC
MARCH9,MARCH9,0.298145644,4.40E-16,pDC
COG3,COG3,0.297264346,5.41E-16,pDC
TACC1,TACC1,0.294376881,1.06E-15,pDC
SCFD1,SCFD1,0.294288615,1.08E-15,pDC
PIK3CG,PIK3CG,0.293447554,1.32E-15,pDC
NFX1,NFX1,0.292553311,1.62E-15,pDC
SCAMP4,SCAMP4,0.29023424,2.76E-15,pDC
POLG,POLG,0.287640477,4.97E-15,pDC
SEC61A2,SEC61A2,0.287274187,5.40E-15,pDC
ANKRD11,ANKRD11,0.287253392,5.42E-15,pDC
